pair,starttime,endtime,interval,0.01,0.02,start,end
people/usdt,2021-12-23 06:00:00,2023-01-01 00:00:00,"373 days, 18:00:00",67149,9722,2023-01-27 00:25:58,2023-01-27 00:32:06
mln/usdt,2021-07-05 06:00:00,2023-01-01 00:00:00,"544 days, 18:00:00",27884,9644,2023-01-27 00:26:06,2023-01-27 00:31:39
pyr/usdt,2021-11-26 08:00:00,2023-01-01 00:00:00,"400 days, 16:00:00",59273,9643,2023-01-27 00:26:46,2023-01-27 00:33:02
ant/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",79143,9607,2023-01-27 00:29:48,2023-01-27 00:35:30
pols/usdt,2021-05-19 07:00:00,2023-01-01 00:00:00,"591 days, 17:00:00",40883,9556,2023-01-27 00:30:22,2023-01-27 00:35:53
btg/usdt,2021-04-16 07:00:00,2022-10-24 08:59:00,"556 days, 1:59:00",46144,9531,2023-01-27 00:31:42,2023-01-27 00:31:43
crv/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",88881,9529,2023-01-27 00:31:44,2023-01-27 00:37:46
fida/usdt,2021-09-30 12:00:00,2023-01-01 00:00:00,"457 days, 12:00:00",31560,9514,2023-01-27 00:32:09,2023-01-27 00:40:37
skl/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",77779,9465,2023-01-27 00:33:05,2023-01-27 00:39:18
bake/usdt,2021-04-30 12:00:00,2023-01-01 00:00:00,"610 days, 12:00:00",71544,9342,2023-01-27 00:35:33,2023-01-27 00:41:10
mdx/usdt,2021-05-24 09:00:00,2023-01-01 00:00:00,"586 days, 15:00:00",45710,9324,2023-01-27 00:35:56,2023-01-27 00:42:09
bts/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",57874,9316,2023-01-27 00:37:49,2023-01-27 00:44:05
vet/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",78637,9222,2023-01-27 00:39:21,2023-01-27 00:46:25
lever/usdt,2022-07-13 04:00:00,2023-01-01 00:00:00,"171 days, 20:00:00",27489,9169,2023-01-27 00:40:39,
mbox/usdt,2021-08-19 08:00:00,2023-01-01 00:00:00,"499 days, 16:00:00",47086,9153,2023-01-27 00:40:40,2023-01-27 00:47:24
ava/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",52394,9081,2023-01-27 00:41:13,2023-01-27 00:47:09
clv/usdt,2021-07-29 06:00:00,2023-01-01 00:00:00,"520 days, 18:00:00",43757,9053,2023-01-27 00:42:12,2023-01-27 00:48:37
avax/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",93634,9009,2023-01-27 00:44:08,2023-01-27 00:50:52
hnt/usdt,2021-01-01 00:00:00,2022-10-14 02:59:00,"651 days, 2:59:00",83614,9001,2023-01-27 00:46:29,2023-01-27 00:46:31
gtc/usdt,2021-06-10 10:00:00,2023-01-01 00:00:00,"569 days, 14:00:00",55827,8822,2023-01-27 00:46:32,2023-01-27 00:52:30
for/usdt,2021-08-20 10:00:00,2023-01-01 00:00:00,"498 days, 14:00:00",35162,8811,2023-01-27 00:47:13,2023-01-27 00:52:51
stx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",57221,8768,2023-01-27 00:47:27,2023-01-27 00:53:25
dgb/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",66878,8725,2023-01-27 00:48:40,2023-01-27 00:54:46
rune/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",93373,8470,2023-01-27 00:50:55,2023-01-27 00:56:47
ctk/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",67595,8425,2023-01-27 00:52:33,2023-01-27 00:58:28
icx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",74950,8419,2023-01-27 00:52:54,2023-01-27 00:58:50
bzrx/usdt,2021-01-01 00:00:00,2021-12-20 03:59:00,"353 days, 3:59:00",81747,8383,2023-01-27 00:53:28,2023-01-27 00:53:30
rif/usdt,2021-01-07 13:00:00,2023-01-01 00:00:00,"723 days, 11:00:00",35117,8361,2023-01-27 00:53:31,2023-01-27 01:00:02
badger/usdt,2021-03-02 08:00:00,2023-01-01 00:00:00,"669 days, 16:00:00",53983,8304,2023-01-27 00:54:49,2023-01-27 01:00:51
aca/usdt,2022-01-25 12:00:00,2023-01-01 00:00:00,"340 days, 12:00:00",37647,8282,2023-01-27 00:56:50,2023-01-27 01:02:57
qtum/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",62349,8211,2023-01-27 00:58:31,2023-01-27 01:04:30
flux/usdt,2021-12-10 06:00:00,2023-01-01 00:00:00,"386 days, 18:00:00",41093,8117,2023-01-27 00:58:53,2023-01-27 01:05:02
ftt/usdt,2021-01-01 00:00:00,2022-11-15 04:29:00,"683 days, 4:29:00",26248,8012,2023-01-27 01:00:05,2023-01-27 01:00:07
gal/usdt,2022-05-05 12:00:00,2023-01-01 00:00:00,"240 days, 12:00:00",30530,8000,2023-01-27 01:00:08,
zrx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",56120,7897,2023-01-27 01:00:09,2023-01-27 01:06:07
zil/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",69815,7879,2023-01-27 01:00:54,2023-01-27 01:07:52
c98/usdt,2021-07-23 12:00:00,2023-01-01 00:00:00,"526 days, 12:00:00",48981,7834,2023-01-27 01:03:00,2023-01-27 01:09:09
xrp/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",56506,7756,2023-01-27 01:04:33,2023-01-27 01:11:12
ren/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",69077,7708,2023-01-27 01:05:05,2023-01-27 01:11:10
rndr/usdt,2021-11-27 10:00:00,2023-01-01 00:00:00,"399 days, 14:00:00",42751,7702,2023-01-27 01:06:10,2023-01-27 01:13:20
ksm/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",67800,7670,2023-01-27 01:07:55,2023-01-27 01:14:07
high/usdt,2021-12-17 07:00:00,2023-01-01 00:00:00,"379 days, 17:00:00",39997,7639,2023-01-27 01:09:12,2023-01-27 01:15:49
cake/usdt,2021-02-19 06:00:00,2023-01-01 00:00:00,"680 days, 18:00:00",52604,7604,2023-01-27 01:11:15,2023-01-27 01:17:41
tomo/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",67449,7583,2023-01-27 01:13:23,2023-01-27 01:19:33
sun/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",50996,7571,2023-01-27 01:14:10,2023-01-27 01:20:19
sushi/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",74043,7467,2023-01-27 01:15:52,2023-01-27 01:22:21
ach/usdt,2022-01-10 10:00:00,2023-01-01 00:00:00,"355 days, 14:00:00",27460,7465,2023-01-27 01:17:06,2023-01-27 01:24:15
auction/usdt,2021-10-29 10:00:00,2023-01-01 00:00:00,"428 days, 14:00:00",22323,7456,2023-01-27 01:17:44,2023-01-27 01:23:37
epx/usdt,2022-05-23 04:00:00,2023-01-01 00:00:00,"222 days, 20:00:00",26310,7408,2023-01-27 01:19:36,
etc/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",59900,7329,2023-01-27 01:19:37,2023-01-27 01:26:09
near/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",70972,7269,2023-01-27 01:20:22,2023-01-27 01:27:09
agld/usdt,2021-10-05 07:00:00,2023-01-01 00:00:00,"452 days, 17:00:00",38438,7267,2023-01-27 01:22:24,2023-01-27 01:28:18
icp/usdt,2021-05-11 01:00:00,2023-01-01 00:00:00,"599 days, 23:00:00",61265,7243,2023-01-27 01:23:41,2023-01-27 01:30:20
lina/usdt,2021-03-18 12:00:00,2023-01-01 00:00:00,"653 days, 12:00:00",69955,7187,2023-01-27 01:24:18,2023-01-27 01:30:28
front/usdt,2021-10-04 10:00:00,2023-01-01 00:00:00,"453 days, 14:00:00",25506,7072,2023-01-27 01:26:12,2023-01-27 01:32:20
elf/usdt,2021-09-08 08:00:00,2023-01-01 00:00:00,"479 days, 16:00:00",24725,7006,2023-01-27 01:27:12,2023-01-27 01:33:11
lpt/usdt,2021-05-28 05:00:00,2023-01-01 00:00:00,"582 days, 19:00:00",32557,7000,2023-01-27 01:28:21,2023-01-27 01:34:24
quick/usdt,2021-08-13 12:00:00,2023-01-01 00:00:00,"505 days, 12:00:00",25086,6992,2023-01-27 01:30:23,2023-01-27 01:36:14
kava/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",69151,6964,2023-01-27 01:30:31,2023-01-27 01:36:26
xem/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",49082,6886,2023-01-27 01:32:24,2023-01-27 01:38:10
ygg/usdt,2021-09-24 06:00:00,2023-01-01 00:00:00,"463 days, 18:00:00",41186,6870,2023-01-27 01:33:14,2023-01-27 01:39:50
sys/usdt,2021-09-24 10:00:00,2023-01-01 00:00:00,"463 days, 14:00:00",45898,6828,2023-01-27 01:34:27,2023-01-27 01:40:23
egld/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",58227,6808,2023-01-27 01:36:17,2023-01-27 01:42:41
poly/usdt,2021-09-09 08:00:00,2022-10-10 02:59:00,"395 days, 18:59:00",29202,6758,2023-01-27 01:36:29,2023-01-27 01:36:31
qnt/usdt,2021-07-29 06:00:00,2023-01-01 00:00:00,"520 days, 18:00:00",49454,6737,2023-01-27 01:36:32,2023-01-27 01:42:25
bnx/usdt,2021-11-04 11:00:00,2023-01-01 00:00:00,"422 days, 13:00:00",36098,6671,2023-01-27 01:38:13,2023-01-27 01:44:10
snx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",64774,6616,2023-01-27 01:39:53,2023-01-27 01:46:00
mkr/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",46549,6577,2023-01-27 01:40:26,2023-01-27 01:46:17
atom/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",74691,6416,2023-01-27 01:42:28,2023-01-27 01:48:24
ldo/usdt,2022-05-09 11:00:00,2023-01-01 00:00:00,"236 days, 13:00:00",30927,6397,2023-01-27 01:42:44,
dcr/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",36567,6210,2023-01-27 01:42:45,2023-01-27 01:48:57
mina/usdt,2021-08-10 06:00:00,2023-01-01 00:00:00,"508 days, 18:00:00",42842,6144,2023-01-27 01:44:13,2023-01-27 01:50:47
xlm/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",48318,6108,2023-01-27 01:46:03,2023-01-27 01:52:22
ont/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",50992,6075,2023-01-27 01:46:20,2023-01-27 01:52:29
alpaca/usdt,2021-08-11 08:00:00,2023-01-01 00:00:00,"507 days, 16:00:00",25538,6030,2023-01-27 01:48:27,2023-01-27 01:54:18
iota/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",58109,5937,2023-01-27 01:49:00,2023-01-27 01:55:14
glmr/usdt,2022-01-11 16:00:00,2023-01-01 00:00:00,"354 days, 8:00:00",36600,5929,2023-01-27 01:50:50,2023-01-27 01:57:26
ray/usdt,2021-08-10 06:00:00,2023-01-01 00:00:00,"508 days, 18:00:00",30747,5922,2023-01-27 01:52:25,2023-01-27 02:02:04
knc/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",61912,5902,2023-01-27 01:52:33,2023-01-27 01:58:57
ocean/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",58114,5856,2023-01-27 01:54:22,2023-01-27 02:00:47
algo/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",60531,5850,2023-01-27 01:55:17,2023-01-27 02:01:35
bat/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",51783,5818,2023-01-27 01:57:29,2023-01-27 02:03:55
nu/usdt,2021-06-04 05:30:00,2022-02-16 03:59:00,"256 days, 22:29:00",21588,5809,2023-01-27 01:59:00,2023-01-27 01:59:01
xec/usdt,2021-09-03 10:00:00,2023-01-01 00:00:00,"484 days, 14:00:00",29108,5806,2023-01-27 01:59:02,2023-01-27 02:05:25
astr/usdt,2022-02-28 11:30:00,2023-01-01 00:00:00,"306 days, 12:30:00",29695,5574,2023-01-27 02:00:50,2023-01-27 02:07:06
aave/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",60889,5573,2023-01-27 02:01:38,2023-01-27 02:07:40
omg/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",60097,5538,2023-01-27 02:02:06,2023-01-27 02:07:57
dydx/usdt,2021-09-09 02:00:00,2023-01-01 00:00:00,"478 days, 22:00:00",50097,5459,2023-01-27 02:03:58,2023-01-27 02:10:19
yfi/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",45257,5361,2023-01-27 02:05:28,2023-01-27 02:11:20
bico/usdt,2021-12-09 06:00:00,2023-01-01 00:00:00,"387 days, 18:00:00",34168,5306,2023-01-27 02:07:09,2023-01-27 02:13:04
ape/usdt,2022-03-17 14:30:00,2023-01-01 00:00:00,"289 days, 9:30:00",30521,5260,2023-01-27 02:07:43,2023-01-27 02:14:31
jst/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",41366,5251,2023-01-27 02:08:00,2023-01-27 02:13:55
api3/usdt,2022-01-21 10:30:00,2023-01-01 00:00:00,"344 days, 13:30:00",28493,5224,2023-01-27 02:10:22,2023-01-27 02:16:56
xvg/usdt,2021-06-06 10:00:00,2023-01-01 00:00:00,"573 days, 14:00:00",33516,5209,2023-01-27 02:11:23,2023-01-27 02:17:06
adx/usdt,2021-10-29 10:00:00,2023-01-01 00:00:00,"428 days, 14:00:00",15606,5128,2023-01-27 02:13:07,2023-01-27 02:18:36
bifi/usdt,2022-04-01 09:00:00,2023-01-01 00:00:00,"274 days, 15:00:00",18400,5128,2023-01-27 02:13:58,2023-01-27 02:19:33
zec/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",41774,5075,2023-01-27 02:14:34,2023-01-27 02:20:28
theta/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",62868,5066,2023-01-27 02:16:59,2023-01-27 02:23:02
kda/usdt,2022-03-11 11:30:00,2023-01-01 00:00:00,"295 days, 12:30:00",25597,5031,2023-01-27 02:17:09,2023-01-27 02:23:02
neo/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",44251,4836,2023-01-27 02:18:39,2023-01-27 02:24:19
ada/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",51704,4767,2023-01-27 02:19:36,2023-01-27 02:26:05
xno/usdt,2022-01-28 08:00:00,2023-01-01 00:00:00,"337 days, 16:00:00",14413,4705,2023-01-27 02:20:31,2023-01-27 02:27:07
movr/usdt,2021-11-08 06:00:00,2023-01-01 00:00:00,"418 days, 18:00:00",40361,4691,2023-01-27 02:23:05,2023-01-27 02:29:13
dot/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",50545,4683,2023-01-27 02:24:22,2023-01-27 02:30:26
keep/usdt,2021-06-17 06:00:00,2022-02-16 03:59:00,"243 days, 21:59:00",26003,4681,2023-01-27 02:26:08,2023-01-27 02:26:09
ens/usdt,2021-11-10 07:00:00,2023-01-01 00:00:00,"416 days, 17:00:00",38494,4677,2023-01-27 02:26:10,2023-01-27 02:32:08
fil/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",43467,4618,2023-01-27 02:27:10,2023-01-27 02:33:53
bnb/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",33758,4552,2023-01-27 02:29:13,2023-01-27 02:35:45
uni/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",52904,4503,2023-01-27 02:29:16,2023-01-27 02:35:39
waxp/usdt,2021-08-23 06:30:00,2023-01-01 00:00:00,"495 days, 17:30:00",29291,4480,2023-01-27 02:30:29,2023-01-27 02:37:41
dash/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",36988,4360,2023-01-27 02:32:11,2023-01-27 02:38:45
powr/usdt,2021-11-17 06:00:00,2023-01-01 00:00:00,"409 days, 18:00:00",21387,4281,2023-01-27 02:33:56,2023-01-27 02:40:14
any/usdt,2021-12-04 06:00:00,2022-03-30 03:59:00,"115 days, 21:59:00",20534,4220,2023-01-27 02:35:42,2023-01-27 02:35:43
bsw/usdt,2022-03-21 13:30:00,2023-01-01 00:00:00,"285 days, 10:30:00",16916,4179,2023-01-27 02:35:44,2023-01-27 02:41:30
eos/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",42157,4163,2023-01-27 02:35:48,2023-01-27 02:42:11
alcx/usdt,2021-11-30 06:00:00,2023-01-01 00:00:00,"396 days, 18:00:00",19498,4162,2023-01-27 02:37:44,2023-01-27 02:43:33
pla/usdt,2021-11-23 06:00:00,2023-01-01 00:00:00,"403 days, 18:00:00",19247,4084,2023-01-27 02:38:49,2023-01-27 02:44:59
nebl/usdt,2022-10-14 08:00:00,2023-01-01 00:00:00,"78 days, 16:00:00",12958,4083,2023-01-27 02:40:17,
city/usdt,2021-11-10 08:00:00,2023-01-01 00:00:00,"416 days, 16:00:00",22371,4067,2023-01-27 02:40:18,2023-01-27 02:46:34
mob/usdt,2022-04-29 10:00:00,2023-01-01 00:00:00,"246 days, 14:00:00",14172,3976,2023-01-27 02:41:33,
t/usdt,2022-02-25 04:00:00,2023-01-01 00:00:00,"309 days, 20:00:00",14917,3942,2023-01-27 02:41:34,2023-01-27 02:48:49
xtz/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",52029,3920,2023-01-27 02:42:14,2023-01-27 02:48:20
cvx/usdt,2021-12-23 14:00:00,2023-01-01 00:00:00,"373 days, 10:00:00",21311,3900,2023-01-27 02:43:36,2023-01-27 02:49:24
comp/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",42879,3849,2023-01-27 02:45:02,2023-01-27 02:51:20
op/usdt,2022-06-01 08:00:00,2023-01-01 00:00:00,"213 days, 16:00:00",30161,3795,2023-01-27 02:46:37,
fxs/usdt,2021-12-10 09:00:00,2023-01-01 00:00:00,"386 days, 15:00:00",20067,3473,2023-01-27 02:46:38,2023-01-27 02:54:00
imx/usdt,2022-01-10 10:00:00,2023-01-01 00:00:00,"355 days, 14:00:00",28810,3465,2023-01-27 02:48:23,2023-01-27 02:54:45
link/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",45040,3449,2023-01-27 02:48:52,2023-01-27 02:55:00
flow/usdt,2021-07-30 13:00:00,2023-01-01 00:00:00,"519 days, 11:00:00",42182,3399,2023-01-27 02:49:27,2023-01-27 02:55:22
multi/usdt,2022-04-06 04:00:00,2023-01-01 00:00:00,"269 days, 20:00:00",13315,3393,2023-01-27 02:51:23,2023-01-27 02:58:31
bal/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",32186,3390,2023-01-27 02:54:03,2023-01-27 02:59:52
joe/usdt,2021-12-28 11:00:00,2023-01-01 00:00:00,"368 days, 13:00:00",19796,3372,2023-01-27 02:54:48,2023-01-27 03:01:15
hft/usdt,2022-11-07 13:00:00,2023-01-01 00:00:00,"54 days, 11:00:00",12837,3286,2023-01-27 02:55:03,
nexo/usdt,2022-04-29 14:00:00,2023-01-01 00:00:00,"246 days, 10:00:00",12416,3274,2023-01-27 02:55:05,
steem/usdt,2022-04-22 10:00:00,2023-01-01 00:00:00,"253 days, 14:00:00",13961,3262,2023-01-27 02:55:06,2023-01-27 03:01:43
scrt/usdt,2022-01-21 12:00:00,2023-01-01 00:00:00,"344 days, 12:00:00",14693,3256,2023-01-27 02:55:25,2023-01-27 03:01:29
amp/usdt,2021-11-23 06:00:00,2023-01-01 00:00:00,"403 days, 18:00:00",13846,3209,2023-01-27 02:58:34,2023-01-27 03:06:32
phb/usdt,2022-11-18 09:00:00,2023-01-01 00:00:00,"43 days, 15:00:00",7775,3209,2023-01-27 02:59:55,
bch/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",32379,3035,2023-01-27 02:59:56,2023-01-27 03:06:10
ltc/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",33801,3012,2023-01-27 03:01:18,2023-01-27 03:07:55
rgt/usdt,2021-11-05 06:00:00,2022-03-14 03:59:00,"128 days, 21:59:00",10593,2779,2023-01-27 03:01:32,2023-01-27 03:01:32
lunc/usdt,2022-09-09 08:00:00,2023-01-01 00:00:00,"113 days, 16:00:00",15316,2742,2023-01-27 03:01:33,
mc/usdt,2021-12-02 08:00:00,2023-01-01 00:00:00,"394 days, 16:00:00",19852,2595,2023-01-27 03:01:34,2023-01-27 03:07:42
bnt/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",19882,2583,2023-01-27 03:01:46,2023-01-27 03:07:44
polyx/usdt,2022-10-17 08:00:00,2023-01-01 00:00:00,"75 days, 16:00:00",9306,2553,2023-01-27 03:06:13,
xmr/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",24857,2439,2023-01-27 03:06:15,2023-01-27 03:12:25
eth/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",23551,2407,2023-01-27 03:06:35,2023-01-27 03:12:46
stg/usdt,2022-08-19 09:00:00,2023-01-01 00:00:00,"134 days, 15:00:00",9625,2329,2023-01-27 03:07:47,
woo/usdt,2022-02-08 06:30:00,2023-01-01 00:00:00,"326 days, 17:30:00",21171,2109,2023-01-27 03:07:46,2023-01-27 03:13:59
ilv/usdt,2021-09-22 06:00:00,2023-01-01 00:00:00,"465 days, 18:00:00",12969,2079,2023-01-27 03:07:48,2023-01-27 03:14:03
trx/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",25494,2031,2023-01-27 03:07:58,2023-01-27 03:14:41
klay/usdt,2021-06-24 08:00:00,2023-01-01 00:00:00,"555 days, 16:00:00",16687,1961,2023-01-27 03:12:28,2023-01-27 03:18:57
gno/usdt,2021-08-30 06:00:00,2023-01-01 00:00:00,"488 days, 18:00:00",11013,1883,2023-01-27 03:12:49,2023-01-27 03:18:36
hook/usdt,2022-12-01 14:30:00,2023-01-01 00:00:00,"30 days, 9:30:00",6327,1458,2023-01-27 03:14:02,
xzc/usdt,2021-01-01 00:00:00,2021-01-25 01:59:00,"24 days, 1:59:00",6393,1193,2023-01-27 03:14:06,2023-01-27 03:14:07
btc/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",10396,1095,2023-01-27 03:14:05,2023-01-27 03:20:19
apt/usdt,2022-10-19 01:00:00,2023-01-01 00:00:00,"73 days, 23:00:00",5293,1053,2023-01-27 03:14:08,
gmx/usdt,2022-10-05 10:00:00,2023-01-01 00:00:00,"87 days, 14:00:00",5697,1041,2023-01-27 03:14:09,
ghst/usdt,2021-08-20 10:00:00,2023-01-01 00:00:00,"498 days, 14:00:00",4590,1003,2023-01-27 03:14:10,2023-01-27 03:19:51
magic/usdt,2022-12-12 08:00:00,2023-01-01 00:00:00,"19 days, 16:00:00",4002,836,2023-01-27 03:14:44,
osmo/usdt,2022-10-28 10:00:00,2023-01-01 00:00:00,"64 days, 14:00:00",3085,834,2023-01-27 03:14:45,
paxg/usdt,2021-01-01 00:00:00,2023-01-01 00:00:00,"730 days, 0:00:00",382,19,2023-01-27 03:14:46,2023-01-27 03:20:40
